sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
Knife Roll,150,,,,Yes,5,Yes,images/product/image_4_1.jpeg&&images/product/image_5_1.jpeg&&images/product/image_6_1.jpeg&&images/product/image_4_2.jpeg,,"Fri, 30 Dec 2016 18:25:55 +0000","Wed, 04 Jan 2017 02:15:41 +0000","Fri, 03 Mar 2017 14:21:41 +0000",Accessories,Yes,48,No,10,knife-roll.html,No,0,0,0,1,A,LC Knife Roll,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">We always try to be inventive and fun...but this time we thought we'd be traditional and timeless. And so, we're rolling out a couple hundred of these ridiculously beautiful leather rolls!</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">20"" L X 18"" W</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">8 - 2.5"" x 6.5"" pockets</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">3 - 2.5""x 3.5"" pockets</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Olive Drab military grade canvas</span></li>
</ul>",,"We always try to be inventive and fun...but this time we thought we'd be traditional and timeless. And so, we're rolling out a couple hundred of these ridiculously beautiful leather rolls!
20"" L X 18"" W
8 - 2.5"" x 6.5"" pockets
3 - 2.5""x 3.5"" pockets
Olive Drab military grade canvas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,21,,,,Yes,1,Yes,images/product/image3.jpg&&images/product/image1 (3)_1.jpg&&images/product/image2_1.jpg,,"Mon, 16 Jan 2017 13:13:16 +0000","Wed, 08 Apr 2015 23:51:18 +0000","Sun, 19 Feb 2017 14:30:17 +0000",Chef Pants,Yes,999,No,10,ideal-pant.html,No,0,0,0,1,A,Ideal Pant,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The Ideal Pant is your new favorite chef pant! Comfort was key in designing these for chef's who are slaving away all day on the line. Made beautifully with a lightweight and ultra soft recycled poly cotton twill.</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Recycled 65% polyester 35% cotton twill</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">2"" elastic drawstring waist</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Zipper fly</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">One back pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Two side pockets</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Modern leg</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;""> </span><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash warm, gentle cycle</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Only non-chlorine bleach as needed</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Tumble dry low, remove promptly</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Warm iron as needed</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes XS-6XL</span></li>
</ul><p> </p>
<p><a href=""/images/filemanager/uploads/ideal_chef_pant1.png"" target=""_blank"">Size Chart</a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/White-Male.jpg"" alt=""Chart"" /></div>",,"The Ideal Pant is your new favorite chef pant! Comfort was key in designing these for chef's who are slaving away all day on the line. Made beautifully with a lightweight and ultra soft recycled poly cotton twill.
Recycled 65% polyester 35% cotton twill
2"" elastic drawstring waist
Zipper fly
One back pocket
Two side pockets
Modern leg
 Use &amp; Care
Machine-wash warm, gentle cycle
Only non-chlorine bleach as needed
Tumble dry low, remove promptly
Warm iron as needed
Dimensions
Available in sizes XS-6XL
 
Size Chart
",,XS,Black&&Houndstooth=default&&Striped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,21,,,,,321 030 11,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,115,,,,Yes,2,Yes,images/product/image_5_2.jpeg&&images/product/image_5_3.jpeg,,"Mon, 30 Jan 2017 12:51:30 +0000","Wed, 08 Apr 2015 23:51:18 +0000","Tue, 21 Feb 2017 20:51:30 +0000",Women's Chef Coats,Yes,1000,No,10,dakota.html,No,0,0,0,1,A,Dakota- CURRENTLY OUT OF STOCK,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The swaggiest one of the bunch! This beaute is everything you want in a chef coat- complete with both style AND functionality. Made beautifully with a lightweight Japanese denim, and finished off with gorgeous striped cuffs. You can't forget about all of the Lost Car perks- longer front and back panels, pen pockets in the front of your coat for easier access, and of course, a super strong neodymium magnet on your back to keep your apron from creeping up on your neck. Boom.</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Lightweight black denim</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket (both sides- whether your right or left-handed)</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 black buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Top stitched with a contrasting gray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">1"" contrasting striped cuff on the sleeve</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Mandarin collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Short-sleeve</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;""> </span><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry only</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes XS-3XL</span></li>
</ul><p><span style=""font-family:arial, helvetica, sans-serif;""> </span></p>
<p><a href=""/images/filemanager/uploads/dakota_sizing.png"" target=""_blank""><span style=""font-family:'trebuchet ms', geneva, sans-serif;font-size:8pt;"">SIZE CHART</span></a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/White-Male.jpg"" alt=""Chart"" /></div>
<p><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></p>
<p><a href=""/images/filemanager/uploads/font%20list%20final.jpg"">Font List</a></p>",,"The swaggiest one of the bunch! This beaute is everything you want in a chef coat- complete with both style AND functionality. Made beautifully with a lightweight Japanese denim, and finished off with gorgeous striped cuffs. You can't forget about all of the Lost Car perks- longer front and back panels, pen pockets in the front of your coat for easier access, and of course, a super strong neodymium magnet on your back to keep your apron from creeping up on your neck. Boom.
Lightweight black denim
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic back apron tab
Inset double chest pocket (both sides- whether your right or left-handed)
12 black buttons
Top stitched with a contrasting gray
1"" contrasting striped cuff on the sleeve
Mandarin collar
Short-sleeve
Longer, curved hemline
 Use &amp; Care
Machine-wash cold
Line dry only
Dimensions
Available in sizes XS-3XL
 
SIZE CHART

Embroidery Thread Colors
Font List",,XS,,Yes&&No=default,,No=default&&Yes (please see return policy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,0,,,,321 030 11,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LC6006,25,,,,Yes,1,Yes,images/product/IMG_1379.jpg&&images/product/FullSizeRender (2).jpg&&images/product/FullSizeRender (3).jpg&&images/product/snapback_trucker_1.png,,"Sun, 29 Jan 2017 20:03:26 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Fri, 03 Feb 2017 04:03:26 +0000",Hats,No,49,No,10,chefs-roll-hat.html,No,0,0,0,1,A,Chef's Roll Hat,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">On this hat, we joined forces with our friends at Chef's Roll to bring you their snapback. Now you're able to rep them while you're cheffin' or just chillin'. So get with it, and join all the <em>Chef's</em> who are <em>Rollin</em>' with <em>Lost Car</em>. </span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Available in Black Classic Trucker Snapback</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">47 Cotton / 25 Polyester / 28 Nylon</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Structured, five-panel, high-profile</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Flatbill, with snapback closure</span></li>
</ul>",,"On this hat, we joined forces with our friends at Chef's Roll to bring you their snapback. Now you're able to rep them while you're cheffin' or just chillin'. So get with it, and join all the Chef's who are Rollin' with Lost Car. 
Available in Black Classic Trucker Snapback
47 Cotton / 25 Polyester / 28 Nylon
Structured, five-panel, high-profile
Flatbill, with snapback closure
",,,Black- Classic Trucker Snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,8,,,,,,,8661&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&OG2010&&LOG2010&&8662&&125-1038-140404,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
167-1210-003,25,,,,Yes,1,Yes,images/product/IMG_2144.jpg&&images/product/IMG_2145.jpg&&images/product/167-1210-hp003-back.jpg,,"Tue, 07 Mar 2017 17:16:32 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Sat, 11 Mar 2017 01:16:32 +0000",Hats,No,49,No,10,hawaiian-lcca.html,No,0,0,0,1,A,Hawaiian LCCA,,"<p>We're always having fun here at LCCA, so we want you to feel the vibes with this Hawaiian snapback.</p>
<p> </p>
<p>Available in a Hawaiian Pattern Square Flat Visor Pro Style Snapback.</p>
<ul><li>97% Cotton/ 3% Spandex</li>
<li>5-panel, Front Panel with Full Buckram</li>
<li>Matching Undervisor</li>
<li>Black Sweatband</li>
<li>Snapback Closure</li>
</ul>",,"We're always having fun here at LCCA, so we want you to feel the vibes with this Hawaiian snapback.
 
Available in a Hawaiian Pattern Square Flat Visor Pro Style Snapback.
97% Cotton/ 3% Spandex
5-panel, Front Panel with Full Buckram
Matching Undervisor
Black Sweatband
Snapback Closure
",,,Black Chambray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,8661&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&148-1199&&OG2010&&LOG2010&&8662&&125-1038-140404,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-018,115,,,,Yes,1,Yes,images/product/405 2.jpeg,,"Sun, 12 Mar 2017 17:01:29 +0000","Wed, 08 Apr 2015 23:34:49 +0000","Fri, 17 Mar 2017 12:42:06 +0000",Men's Chef Coats,Yes,0,No,10,405-2-0.html,No,0,0,0,1,A,405 2.0,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The 405 is back, and will be gone in a hot minute. We did a super limited run, so here they are! The stretchy material you've come to love, with all the LC badassery: hidden double chest pen pockets, longer front and back panels, and of course, the awesome magnetic apron tab.</span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Best of all?!?!?! These coats have been <strong>PRESHUNK</strong>. YASSSS!</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">2 way stretch cotton in Olive Drab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Top stitched with a contrasting light gray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 cloth covered buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Mandarin collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Short-sleeve</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Left chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Darts in back for a contoured fit</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold, gentle cycle</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry only</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes M-2XL</span></li>
</ul><p><span style=""font-family:arial, helvetica, sans-serif;""> </span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/size%20charts/405_size_chart.png"" target=""_blank"">Size Chart</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/font%20list%20final.jpg"">Font List</a></span></p>",,"The 405 is back, and will be gone in a hot minute. We did a super limited run, so here they are! The stretchy material you've come to love, with all the LC badassery: hidden double chest pen pockets, longer front and back panels, and of course, the awesome magnetic apron tab.
Best of all?!?!?! These coats have been PRESHUNK. YASSSS!
2 way stretch cotton in Olive Drab
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic apron tab
Top stitched with a contrasting light gray
Inset double chest pocket
12 cloth covered buttons
Mandarin collar
Short-sleeve
Left chest pocket
Darts in back for a contoured fit
Longer, curved hemline
Use &amp; Care
Machine-wash cold, gentle cycle
Line dry only
Dimensions
Available in sizes M-2XL
 
Size Chart
Embroidery Thread Colors
Font List",,L,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,1,,,,112467&&111-006&&211-005&&DAYSHIFT&&111-007&&111-009&&111-011&&112359,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,5,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
